,house_fias_id,data,geo_lat,geo_lon,street,house,qc,result,qc_geo,ad_id
759,761ef997-75a9-4293-a4a8-9225d9a762dd,"{'source': 'Томская область; Томск; р-н Кировский; Киевская улица; 86', 'result': 'г Томск, ул Киевская, д 86', 'postal_code': '634012', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Сибирский', 'region_fias_id': '889b1f3a-98aa-40fc-9d3d-0f41192758ab', 'region_kladr_id': '7000000000000', 'region_iso_code': 'RU-TOM', 'region_with_type': 'Томская обл', 'region_type': 'обл', 'region_type_full': 'область', 'region': 'Томская', 'area_fias_id': None, 'area_kladr_id': None, 'area_with_type': None, 'area_type': None, 'area_type_full': None, 'area': None, 'city_fias_id': 'e3b0eae8-a4ce-4779-ae04-5c0797de66be', 'city_kladr_id': '7000000100000', 'city_with_type': 'г Томск', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Томск', 'city_area': None, 'city_district_fias_id': None, 'city_district_kladr_id': None, 'city_district_with_type': None, 'city_district_type': None, 'city_district_type_full': None, 'city_district': None, 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': 'fe518b84-e637-41ae-af76-10e972bb0127', 'street_kladr_id': '70000001000032800', 'street_with_type': 'ул Киевская', 'street_type': 'ул', 'street_type_full': 'улица', 'street': 'Киевская', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': '761ef997-75a9-4293-a4a8-9225d9a762dd', 'house_kladr_id': '7000000100003280447', 'house_cadnum': None, 'house_type': 'д', 'house_type_full': 'дом', 'house': '86', 'block_type': None, 'block_type_full': None, 'block': None, 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': '115555', 'flat_price': None, 'postal_box': None, 'fias_id': '761ef997-75a9-4293-a4a8-9225d9a762dd', 'fias_code': '70000001000000003280447', 'fias_level': '8', 'fias_actuality_state': '0', 'kladr_id': '7000000100003280447', 'capital_marker': '2', 'okato': '69401000000', 'oktmo': '69701000001', 'tax_office': '7000', 'tax_office_legal': '7000', 'timezone': 'UTC+7', 'geo_lat': '56.4616022', 'geo_lon': '84.9760968', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 0, 'qc_complete': 5, 'qc_house': 2, 'qc': 0, 'unparsed_parts': None, 'metro': None}",56.4616022,84.9760968,Киевская,86,0,"г Томск, ул Киевская, д 86",0,286664777
777,,"{'source': 'Челябинская область; Челябинск; р-н Металлургический; улица Богдана Хмельницкого; 3', 'result': 'г Челябинск, ул Богдана Хмельницкого, д 3', 'postal_code': '454017', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Уральский', 'region_fias_id': '27eb7c10-a234-44da-a59c-8b1f864966de', 'region_kladr_id': '7400000000000', 'region_iso_code': 'RU-CHE', 'region_with_type': 'Челябинская обл', 'region_type': 'обл', 'region_type_full': 'область', 'region': 'Челябинская', 'area_fias_id': None, 'area_kladr_id': None, 'area_with_type': None, 'area_type': None, 'area_type_full': None, 'area': None, 'city_fias_id': 'a376e68d-724a-4472-be7c-891bdb09ae32', 'city_kladr_id': '7400000100000', 'city_with_type': 'г Челябинск', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Челябинск', 'city_area': None, 'city_district_fias_id': None, 'city_district_kladr_id': None, 'city_district_with_type': 'р-н Металлургический', 'city_district_type': 'р-н', 'city_district_type_full': 'район', 'city_district': 'Металлургический', 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': 'a2a81bfd-8716-4e78-971a-695b26138a28', 'street_kladr_id': '74000001000108100', 'street_with_type': 'ул Богдана Хмельницкого', 'street_type': 'ул', 'street_type_full': 'улица', 'street': 'Богдана Хмельницкого', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': None, 'house_kladr_id': None, 'house_cadnum': None, 'house_type': 'д', 'house_type_full': 'дом', 'house': '3', 'block_type': None, 'block_type_full': None, 'block': None, 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': '45666', 'flat_price': None, 'postal_box': None, 'fias_id': 'a2a81bfd-8716-4e78-971a-695b26138a28', 'fias_code': '74000001000000010810000', 'fias_level': '7', 'fias_actuality_state': '0', 'kladr_id': '74000001000108100', 'capital_marker': '2', 'okato': '75401372000', 'oktmo': '75701330', 'tax_office': '7460', 'tax_office_legal': '7460', 'timezone': 'UTC+5', 'geo_lat': '55.2575695', 'geo_lon': '61.4017224', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 0, 'qc_complete': 10, 'qc_house': 10, 'qc': 0, 'unparsed_parts': None, 'metro': None}",55.2575695,61.4017224,Богдана Хмельницкого,3,0,"г Челябинск, ул Богдана Хмельницкого, д 3",0,286894705
780,44e45c2d-f2c0-478c-bdb4-50b65ecf746f,"{'source': 'Челябинская область; Челябинск; р-н Тракторозаводский; улица Марченко; 23А', 'result': 'г Челябинск, ул Марченко, д 23А', 'postal_code': '454085', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Уральский', 'region_fias_id': '27eb7c10-a234-44da-a59c-8b1f864966de', 'region_kladr_id': '7400000000000', 'region_iso_code': 'RU-CHE', 'region_with_type': 'Челябинская обл', 'region_type': 'обл', 'region_type_full': 'область', 'region': 'Челябинская', 'area_fias_id': None, 'area_kladr_id': None, 'area_with_type': None, 'area_type': None, 'area_type_full': None, 'area': None, 'city_fias_id': 'a376e68d-724a-4472-be7c-891bdb09ae32', 'city_kladr_id': '7400000100000', 'city_with_type': 'г Челябинск', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Челябинск', 'city_area': None, 'city_district_fias_id': None, 'city_district_kladr_id': None, 'city_district_with_type': 'р-н Тракторозаводский', 'city_district_type': 'р-н', 'city_district_type_full': 'район', 'city_district': 'Тракторозаводский', 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': 'fcb9597e-431f-4e84-8d70-05c8738038ba', 'street_kladr_id': '74000001000057400', 'street_with_type': 'ул Марченко', 'street_type': 'ул', 'street_type_full': 'улица', 'street': 'Марченко', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': '44e45c2d-f2c0-478c-bdb4-50b65ecf746f', 'house_kladr_id': '7400000100005740049', 'house_cadnum': None, 'house_type': 'д', 'house_type_full': 'дом', 'house': '23А', 'block_type': None, 'block_type_full': None, 'block': None, 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': '51227', 'flat_price': None, 'postal_box': None, 'fias_id': '44e45c2d-f2c0-478c-bdb4-50b65ecf746f', 'fias_code': '74000001000000005740049', 'fias_level': '8', 'fias_actuality_state': '0', 'kladr_id': '7400000100005740049', 'capital_marker': '2', 'okato': '75401380000', 'oktmo': '75701380', 'tax_office': '7452', 'tax_office_legal': '7452', 'timezone': 'UTC+5', 'geo_lat': '55.1665259', 'geo_lon': '61.460606', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 0, 'qc_complete': 5, 'qc_house': 2, 'qc': 0, 'unparsed_parts': None, 'metro': None}",55.1665259,61.460606,Марченко,23А,0,"г Челябинск, ул Марченко, д 23А",0,286889375
781,ff08f6be-fc68-4edc-990c-8a3ba5d32b62,"{'source': 'Челябинская область; Челябинск; р-н Ленинский; Славянская улица; 3', 'result': 'г Челябинск, ул Славянская, д 3', 'postal_code': '454119', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Уральский', 'region_fias_id': '27eb7c10-a234-44da-a59c-8b1f864966de', 'region_kladr_id': '7400000000000', 'region_iso_code': 'RU-CHE', 'region_with_type': 'Челябинская обл', 'region_type': 'обл', 'region_type_full': 'область', 'region': 'Челябинская', 'area_fias_id': None, 'area_kladr_id': None, 'area_with_type': None, 'area_type': None, 'area_type_full': None, 'area': None, 'city_fias_id': 'a376e68d-724a-4472-be7c-891bdb09ae32', 'city_kladr_id': '7400000100000', 'city_with_type': 'г Челябинск', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Челябинск', 'city_area': None, 'city_district_fias_id': None, 'city_district_kladr_id': None, 'city_district_with_type': 'р-н Ленинский', 'city_district_type': 'р-н', 'city_district_type_full': 'район', 'city_district': 'Ленинский', 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': '998c09d7-840f-4727-9e30-f0587d6c03a4', 'street_kladr_id': '74000001000091400', 'street_with_type': 'ул Славянская', 'street_type': 'ул', 'street_type_full': 'улица', 'street': 'Славянская', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': 'ff08f6be-fc68-4edc-990c-8a3ba5d32b62', 'house_kladr_id': '7400000100009140002', 'house_cadnum': '74:36:0320006:48', 'house_type': 'д', 'house_type_full': 'дом', 'house': '3', 'block_type': None, 'block_type_full': None, 'block': None, 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': '33333', 'flat_price': None, 'postal_box': None, 'fias_id': 'ff08f6be-fc68-4edc-990c-8a3ba5d32b62', 'fias_code': '74000001000000009140002', 'fias_level': '8', 'fias_actuality_state': '0', 'kladr_id': '7400000100009140002', 'capital_marker': '2', 'okato': '75401368000', 'oktmo': '75701320', 'tax_office': '7449', 'tax_office_legal': '7449', 'timezone': 'UTC+5', 'geo_lat': '55.1260004', 'geo_lon': '61.4674326', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 0, 'qc_complete': 5, 'qc_house': 2, 'qc': 0, 'unparsed_parts': None, 'metro': None}",55.1260004,61.4674326,Славянская,3,0,"г Челябинск, ул Славянская, д 3",0,286885657
782,,"{'source': 'Краснодарский край; Сочи; р-н Центральный; улица Красноармейская; 1/2', 'result': 'Краснодарский край, г Сочи, ул Красноармейская, д 1/2', 'postal_code': '354065', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Южный', 'region_fias_id': 'd00e1013-16bd-4c09-b3d5-3cb09fc54bd8', 'region_kladr_id': '2300000000000', 'region_iso_code': 'RU-KDA', 'region_with_type': 'Краснодарский край', 'region_type': 'край', 'region_type_full': 'край', 'region': 'Краснодарский', 'area_fias_id': None, 'area_kladr_id': None, 'area_with_type': None, 'area_type': None, 'area_type_full': None, 'area': None, 'city_fias_id': '79da737a-603b-4c19-9b54-9114c96fb912', 'city_kladr_id': '2300000700000', 'city_with_type': 'г Сочи', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Сочи', 'city_area': None, 'city_district_fias_id': '48909a1e-ec40-409a-91d1-3f7236e0b1e3', 'city_district_kladr_id': None, 'city_district_with_type': 'р-н Центральный', 'city_district_type': 'р-н', 'city_district_type_full': 'район', 'city_district': 'Центральный', 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': 'a551a68b-2357-4dfa-85ad-6ad8c0abf4d3', 'street_kladr_id': '23000007000153800', 'street_with_type': 'ул Красноармейская', 'street_type': 'ул', 'street_type_full': 'улица', 'street': 'Красноармейская', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': None, 'house_kladr_id': None, 'house_cadnum': None, 'house_type': 'д', 'house_type_full': 'дом', 'house': '1/2', 'block_type': None, 'block_type_full': None, 'block': None, 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': '278568', 'flat_price': None, 'postal_box': None, 'fias_id': 'a551a68b-2357-4dfa-85ad-6ad8c0abf4d3', 'fias_code': '23000007000000015380000', 'fias_level': '7', 'fias_actuality_state': '0', 'kladr_id': '23000007000153800', 'capital_marker': '0', 'okato': '03426000000', 'oktmo': '03726000001', 'tax_office': '2366', 'tax_office_legal': '2366', 'timezone': 'UTC+3', 'geo_lat': '43.595596', 'geo_lon': '39.7182855', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 0, 'qc_complete': 10, 'qc_house': 10, 'qc': 0, 'unparsed_parts': None, 'metro': None}",43.595596,39.7182855,Красноармейская,1/2,0,"Краснодарский край, г Сочи, ул Красноармейская, д 1/2",0,275235457
789,e8263990-6651-4477-ab9e-20f0af244f93,"{'source': 'Калининградская область; Калининград; р-н Ленинградский; улица 3-я Большая Окружная; 243', 'result': 'г Калининград, ул Большая Окружная 3-я, д 243', 'postal_code': '236029', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Северо-Западный', 'region_fias_id': '90c7181e-724f-41b3-b6c6-bd3ec7ae3f30', 'region_kladr_id': '3900000000000', 'region_iso_code': 'RU-KGD', 'region_with_type': 'Калининградская обл', 'region_type': 'обл', 'region_type_full': 'область', 'region': 'Калининградская', 'area_fias_id': None, 'area_kladr_id': None, 'area_with_type': None, 'area_type': None, 'area_type_full': None, 'area': None, 'city_fias_id': 'df679694-d505-4dd3-b514-4ba48c8a97d8', 'city_kladr_id': '3900000100000', 'city_with_type': 'г Калининград', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Калининград', 'city_area': None, 'city_district_fias_id': None, 'city_district_kladr_id': None, 'city_district_with_type': 'р-н Ленинградский', 'city_district_type': 'р-н', 'city_district_type_full': 'район', 'city_district': 'Ленинградский', 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': '4c025523-c05c-4a80-b35c-0a8562831352', 'street_kladr_id': '39000001000005400', 'street_with_type': 'ул Большая Окружная 3-я', 'street_type': 'ул', 'street_type_full': 'улица', 'street': 'Большая Окружная 3-я', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': 'e8263990-6651-4477-ab9e-20f0af244f93', 'house_kladr_id': '3900000100000540128', 'house_cadnum': None, 'house_type': 'д', 'house_type_full': 'дом', 'house': '243', 'block_type': None, 'block_type_full': None, 'block': None, 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': '97727', 'flat_price': None, 'postal_box': None, 'fias_id': 'e8263990-6651-4477-ab9e-20f0af244f93', 'fias_code': '39000001000000000540128', 'fias_level': '8', 'fias_actuality_state': '0', 'kladr_id': '3900000100000540128', 'capital_marker': '2', 'okato': '27401368000', 'oktmo': '27701000001', 'tax_office': '3900', 'tax_office_legal': '3900', 'timezone': 'UTC+2', 'geo_lat': '54.7575225', 'geo_lon': '20.5186975', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 2, 'qc_complete': 9, 'qc_house': 2, 'qc': 3, 'unparsed_parts': None, 'metro': None}",54.7575225,20.5186975,Большая Окружная 3-я,243,3,"г Калининград, ул Большая Окружная 3-я, д 243",2,276191858
790,520223e0-b51a-44fc-9c0f-32b7fea26968,"{'source': 'Калининградская область; Калининград; р-н Московский; Интернациональная улица; 16', 'result': 'г Калининград, ул Интернациональная, д 16', 'postal_code': '236011', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Северо-Западный', 'region_fias_id': '90c7181e-724f-41b3-b6c6-bd3ec7ae3f30', 'region_kladr_id': '3900000000000', 'region_iso_code': 'RU-KGD', 'region_with_type': 'Калининградская обл', 'region_type': 'обл', 'region_type_full': 'область', 'region': 'Калининградская', 'area_fias_id': None, 'area_kladr_id': None, 'area_with_type': None, 'area_type': None, 'area_type_full': None, 'area': None, 'city_fias_id': 'df679694-d505-4dd3-b514-4ba48c8a97d8', 'city_kladr_id': '3900000100000', 'city_with_type': 'г Калининград', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Калининград', 'city_area': None, 'city_district_fias_id': None, 'city_district_kladr_id': None, 'city_district_with_type': 'р-н Московский', 'city_district_type': 'р-н', 'city_district_type_full': 'район', 'city_district': 'Московский', 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': 'fb982836-5e53-4c5f-b13e-9abce008bb08', 'street_kladr_id': '39000001000031200', 'street_with_type': 'ул Интернациональная', 'street_type': 'ул', 'street_type_full': 'улица', 'street': 'Интернациональная', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': '520223e0-b51a-44fc-9c0f-32b7fea26968', 'house_kladr_id': '3900000100003120130', 'house_cadnum': None, 'house_type': 'д', 'house_type_full': 'дом', 'house': '16', 'block_type': None, 'block_type_full': None, 'block': None, 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': '106255', 'flat_price': None, 'postal_box': None, 'fias_id': '520223e0-b51a-44fc-9c0f-32b7fea26968', 'fias_code': '39000001000000003120130', 'fias_level': '8', 'fias_actuality_state': '0', 'kladr_id': '3900000100003120130', 'capital_marker': '2', 'okato': '27401373000', 'oktmo': '27701000001', 'tax_office': '3900', 'tax_office_legal': '3900', 'timezone': 'UTC+2', 'geo_lat': '54.6695405', 'geo_lon': '20.5043829', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 2, 'qc_complete': 5, 'qc_house': 2, 'qc': 0, 'unparsed_parts': None, 'metro': None}",54.6695405,20.5043829,Интернациональная,16,0,"г Калининград, ул Интернациональная, д 16",2,255983651
792,57cad5f1-47b1-442a-ba8d-df1e21d2caa3,"{'source': 'Калининградская область; Калининград; р-н Центральный; улица Радистов; 54А', 'result': 'г Калининград, ул Радистов, д 54А', 'postal_code': '236010', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Северо-Западный', 'region_fias_id': '90c7181e-724f-41b3-b6c6-bd3ec7ae3f30', 'region_kladr_id': '3900000000000', 'region_iso_code': 'RU-KGD', 'region_with_type': 'Калининградская обл', 'region_type': 'обл', 'region_type_full': 'область', 'region': 'Калининградская', 'area_fias_id': None, 'area_kladr_id': None, 'area_with_type': None, 'area_type': None, 'area_type_full': None, 'area': None, 'city_fias_id': 'df679694-d505-4dd3-b514-4ba48c8a97d8', 'city_kladr_id': '3900000100000', 'city_with_type': 'г Калининград', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Калининград', 'city_area': None, 'city_district_fias_id': None, 'city_district_kladr_id': None, 'city_district_with_type': 'р-н Центральный', 'city_district_type': 'р-н', 'city_district_type_full': 'район', 'city_district': 'Центральный', 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': '943eb222-ba7d-43f4-bdd1-4185909ee7e4', 'street_kladr_id': '39000001000069100', 'street_with_type': 'ул Радистов', 'street_type': 'ул', 'street_type_full': 'улица', 'street': 'Радистов', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': '57cad5f1-47b1-442a-ba8d-df1e21d2caa3', 'house_kladr_id': '3900000100006910079', 'house_cadnum': '39:15:110826:93', 'house_type': 'д', 'house_type_full': 'дом', 'house': '54А', 'block_type': None, 'block_type_full': None, 'block': None, 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': '63672', 'flat_price': None, 'postal_box': None, 'fias_id': '57cad5f1-47b1-442a-ba8d-df1e21d2caa3', 'fias_code': '39000001000000006910079', 'fias_level': '8', 'fias_actuality_state': '0', 'kladr_id': '3900000100006910079', 'capital_marker': '2', 'okato': '27401385000', 'oktmo': '27701000001', 'tax_office': '3900', 'tax_office_legal': '3900', 'timezone': 'UTC+2', 'geo_lat': '54.7197888', 'geo_lon': '20.440474', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 0, 'qc_complete': 5, 'qc_house': 2, 'qc': 0, 'unparsed_parts': None, 'metro': None}",54.7197888,20.440474,Радистов,54А,0,"г Калининград, ул Радистов, д 54А",0,283579218
793,a8207492-4393-441c-8ba6-d8b83a28708d,"{'source': 'Краснодарский край; Сочи; р-н Центральный; улица Санаторная; 65/2', 'result': 'Краснодарский край, г Сочи, ул Санаторная, д 65/2', 'postal_code': '354008', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Южный', 'region_fias_id': 'd00e1013-16bd-4c09-b3d5-3cb09fc54bd8', 'region_kladr_id': '2300000000000', 'region_iso_code': 'RU-KDA', 'region_with_type': 'Краснодарский край', 'region_type': 'край', 'region_type_full': 'край', 'region': 'Краснодарский', 'area_fias_id': None, 'area_kladr_id': None, 'area_with_type': None, 'area_type': None, 'area_type_full': None, 'area': None, 'city_fias_id': '79da737a-603b-4c19-9b54-9114c96fb912', 'city_kladr_id': '2300000700000', 'city_with_type': 'г Сочи', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Сочи', 'city_area': None, 'city_district_fias_id': '48909a1e-ec40-409a-91d1-3f7236e0b1e3', 'city_district_kladr_id': None, 'city_district_with_type': 'р-н Центральный', 'city_district_type': 'р-н', 'city_district_type_full': 'район', 'city_district': 'Центральный', 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': '4c0cbca7-2697-4ac7-9179-4219ee4955f1', 'street_kladr_id': '23000007000206900', 'street_with_type': 'ул Санаторная', 'street_type': 'ул', 'street_type_full': 'улица', 'street': 'Санаторная', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': 'a8207492-4393-441c-8ba6-d8b83a28708d', 'house_kladr_id': '2300000700020690222', 'house_cadnum': None, 'house_type': 'д', 'house_type_full': 'дом', 'house': '65/2', 'block_type': None, 'block_type_full': None, 'block': None, 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': '236495', 'flat_price': None, 'postal_box': None, 'fias_id': 'a8207492-4393-441c-8ba6-d8b83a28708d', 'fias_code': '23000007000000020690222', 'fias_level': '8', 'fias_actuality_state': '0', 'kladr_id': '2300000700020690222', 'capital_marker': '0', 'okato': '03426000000', 'oktmo': '03726000001', 'tax_office': '2366', 'tax_office_legal': '2366', 'timezone': 'UTC+3', 'geo_lat': '43.620972', 'geo_lon': '39.708374', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 0, 'qc_complete': 5, 'qc_house': 2, 'qc': 0, 'unparsed_parts': None, 'metro': None}",43.620972,39.708374,Санаторная,65/2,0,"Краснодарский край, г Сочи, ул Санаторная, д 65/2",0,260446032
794,e8263990-6651-4477-ab9e-20f0af244f93,"{'source': 'Калининградская область; Калининград; р-н Ленинградский; улица 3-я Большая Окружная; 243', 'result': 'г Калининград, ул Большая Окружная 3-я, д 243', 'postal_code': '236029', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Северо-Западный', 'region_fias_id': '90c7181e-724f-41b3-b6c6-bd3ec7ae3f30', 'region_kladr_id': '3900000000000', 'region_iso_code': 'RU-KGD', 'region_with_type': 'Калининградская обл', 'region_type': 'обл', 'region_type_full': 'область', 'region': 'Калининградская', 'area_fias_id': None, 'area_kladr_id': None, 'area_with_type': None, 'area_type': None, 'area_type_full': None, 'area': None, 'city_fias_id': 'df679694-d505-4dd3-b514-4ba48c8a97d8', 'city_kladr_id': '3900000100000', 'city_with_type': 'г Калининград', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Калининград', 'city_area': None, 'city_district_fias_id': None, 'city_district_kladr_id': None, 'city_district_with_type': 'р-н Ленинградский', 'city_district_type': 'р-н', 'city_district_type_full': 'район', 'city_district': 'Ленинградский', 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': '4c025523-c05c-4a80-b35c-0a8562831352', 'street_kladr_id': '39000001000005400', 'street_with_type': 'ул Большая Окружная 3-я', 'street_type': 'ул', 'street_type_full': 'улица', 'street': 'Большая Окружная 3-я', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': 'e8263990-6651-4477-ab9e-20f0af244f93', 'house_kladr_id': '3900000100000540128', 'house_cadnum': None, 'house_type': 'д', 'house_type_full': 'дом', 'house': '243', 'block_type': None, 'block_type_full': None, 'block': None, 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': '97727', 'flat_price': None, 'postal_box': None, 'fias_id': 'e8263990-6651-4477-ab9e-20f0af244f93', 'fias_code': '39000001000000000540128', 'fias_level': '8', 'fias_actuality_state': '0', 'kladr_id': '3900000100000540128', 'capital_marker': '2', 'okato': '27401368000', 'oktmo': '27701000001', 'tax_office': '3900', 'tax_office_legal': '3900', 'timezone': 'UTC+2', 'geo_lat': '54.7575225', 'geo_lon': '20.5186975', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 2, 'qc_complete': 9, 'qc_house': 2, 'qc': 3, 'unparsed_parts': None, 'metro': None}",54.7575225,20.5186975,Большая Окружная 3-я,243,3,"г Калининград, ул Большая Окружная 3-я, д 243",2,278566442
